Invoice No,Item Name,Qty,Amount,Date,Rate,CGST%,CGST,SGST%,SGST,IGST%,IGST,SlNo
700,VAY BAND 2011 RED MAT,150.00,713.30,31-01-24,4.03,9.00,54.40,9.00,54.40,0.00,0.00,3277
700,VAY BAND 5095MT,150.00,766.42,31-01-24,4.33,9.00,58.46,9.00,58.46,0.00,0.00,3278
700,VAY BAND 5373MT,150.00,766.42,31-01-24,4.33,9.00,58.46,9.00,58.46,0.00,0.00,3279
700,VAY BAND REALWOOD LIGHT MAT 40MMX50MTR,50.00,650.18,31-01-24,11.02,9.00,49.59,9.00,49.59,0.00,0.00,3280
700,VB-1011 MT(0.45MMX22MM),500.00,2124.00,31-01-24,3.60,9.00,162.00,9.00,162.00,0.00,0.00,3281
701,VAY BAND 1013,500.00,2554.70,01-02-24,4.33,9.00,194.85,9.00,194.85,0.00,0.00,3282
701,VAY BAND 10659,250.00,1277.34,01-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3283
701,VAY BAND 1261HG (DARK GREY),250.00,2062.06,01-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3284
702,VB-1113 MAT OFF-WHITE (0.45MMX22MM),200.00,849.60,01-02-24,3.60,9.00,64.80,9.00,64.80,0.00,0.00,3285
703,VAY BAND 10450,100.00,521.56,02-02-24,4.42,9.00,39.78,9.00,39.78,0.00,0.00,3286
703,VAY BAND 1313 MT CLUD GREY,100.00,475.54,02-02-24,4.03,9.00,36.27,9.00,36.27,0.00,0.00,3287
703,VAY BAND 19070,200.00,1043.12,02-02-24,4.42,9.00,79.56,9.00,79.56,0.00,0.00,3288
703,VAY BAND 19079,100.00,521.56,02-02-24,4.42,9.00,39.78,9.00,39.78,0.00,0.00,3289
703,VAY BAND 30086MT,50.00,260.78,02-02-24,4.42,9.00,19.89,9.00,19.89,0.00,0.00,3290
703,VAY BAND 5063MT,100.00,521.56,02-02-24,4.42,9.00,39.78,9.00,39.78,0.00,0.00,3291
703,VAY BAND 5171MT,100.00,521.56,02-02-24,4.42,9.00,39.78,9.00,39.78,0.00,0.00,3292
703,VAY BAND 5373MT,100.00,521.56,02-02-24,4.42,9.00,39.78,9.00,39.78,0.00,0.00,3293
703,VAY BAND 5550MT,50.00,260.78,02-02-24,4.42,9.00,19.89,9.00,19.89,0.00,0.00,3294
703,VB-1815 (0.45MMX22MM),100.00,464.92,02-02-24,3.94,9.00,35.46,9.00,35.46,0.00,0.00,3295
704,VAY BAND 10659,200.00,1021.88,03-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3296
704,VAY BAND 1113MT (0.8MM),300.00,2697.48,03-02-24,7.62,9.00,205.74,9.00,205.74,0.00,0.00,3297
704,VAY BAND 1261HG (DARK GREY),300.00,2474.46,03-02-24,6.99,9.00,188.73,9.00,188.73,0.00,0.00,3298
704,VAY BAND 1267 LITE GREY,250.00,1188.86,03-02-24,4.03,9.00,90.68,9.00,90.68,0.00,0.00,3299
704,VAY BAND 1313 HG CLUD GREY,200.00,1649.64,03-02-24,6.99,9.00,125.82,9.00,125.82,0.00,0.00,3300
705,VAY BAND 1313 HG CLUD GREY,250.00,2115.14,03-02-24,7.17,9.00,161.32,9.00,161.32,0.00,0.00,3301
705,VAY BAND REALWOOD-2 DARK MAT,250.00,1374.70,03-02-24,4.66,9.00,104.85,9.00,104.85,0.00,0.00,3302
706,VAY BAND 10450,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3303
706,VAY BAND 10659,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3304
706,VAY BAND 10944,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3305
706,VAY BAND 1313 MT CLUD GREY,100.00,475.54,03-02-24,4.03,9.00,36.27,9.00,36.27,0.00,0.00,3306
706,VAY BAND 1873,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3307
706,VAY BAND 30029MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3308
706,VAY BAND 30167MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3309
706,VAY BAND 30181MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3310
706,VAY BAND 5095MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3311
706,VAY BAND 5171MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3312
706,VAY BAND 5465MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3313
706,VAY BAND 5550MT,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3314
706,VAY BAND 5771,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3315
706,VAY BAND 5772,100.00,510.94,03-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3316
706,VB-1044 (0.45MMX22MM),150.00,697.38,03-02-24,3.94,9.00,53.19,9.00,53.19,0.00,0.00,3317
707,VAY BAND 10485,200.00,1099.76,03-02-24,4.66,9.00,83.88,9.00,83.88,0.00,0.00,3318
707,VAY BAND 10659 40MM,100.00,1300.36,03-02-24,11.02,9.00,99.18,9.00,99.18,0.00,0.00,3319
707,VAY BAND 30086MT,100.00,549.88,03-02-24,4.66,9.00,41.94,9.00,41.94,0.00,0.00,3320
707,VAY BAND 5063MT,200.00,1099.76,03-02-24,4.66,9.00,83.88,9.00,83.88,0.00,0.00,3321
707,VAY BAND 5772,100.00,549.88,03-02-24,4.66,9.00,41.94,9.00,41.94,0.00,0.00,3322
707,VAY BAND REALWOOD-2 DARK MAT,100.00,549.88,03-02-24,4.66,9.00,41.94,9.00,41.94,0.00,0.00,3323
708,VAY BAND 10659 40MM,50.00,650.18,03-02-24,11.02,9.00,49.59,9.00,49.59,0.00,0.00,3324
709,VAY BAND 30086MT,50.00,274.94,03-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3325
709,VAY BAND 5465MT,250.00,1374.70,03-02-24,4.66,9.00,104.85,9.00,104.85,0.00,0.00,3326
710,VAY BAND 1011HG(P-WHITE),300.00,2474.46,05-02-24,6.99,9.00,188.73,9.00,188.73,0.00,0.00,3327
710,VAY BAND 10659,300.00,1532.82,05-02-24,4.33,9.00,116.91,9.00,116.91,0.00,0.00,3328
710,VAY BAND 1113HG(OFF-WHITE),300.00,2474.46,05-02-24,6.99,9.00,188.73,9.00,188.73,0.00,0.00,3329
710,VAY BAND 1261HG (DARK GREY),200.00,1649.64,05-02-24,6.99,9.00,125.82,9.00,125.82,0.00,0.00,3330
710,VB-1113 MAT OFF-WHITE (0.45MMX22MM),300.00,1274.40,05-02-24,3.60,9.00,97.20,9.00,97.20,0.00,0.00,3331
711,VAY BAND 10659,300.00,1532.82,05-02-24,4.33,9.00,116.91,9.00,116.91,0.00,0.00,3332
711,VAY BAND 11510,350.00,1788.30,05-02-24,4.33,9.00,136.40,9.00,136.40,0.00,0.00,3333
711,VAY BAND 1261HG (DARK GREY),250.00,2062.06,05-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3334
711,VAY BAND REALWOOD-2 DARK MAT,400.00,2043.76,05-02-24,4.33,9.00,155.88,9.00,155.88,0.00,0.00,3335
711,VB-1261 MAT(0.45MMX22MM),300.00,1274.40,05-02-24,3.60,9.00,97.20,9.00,97.20,0.00,0.00,3336
712,VB-1011 MT(0.45MMX22MM),50.00,212.40,05-02-24,3.60,9.00,16.20,9.00,16.20,0.00,0.00,3337
713,VB-1113 MAT OFF-WHITE (0.45MMX22MM),250.00,1062.00,06-02-24,3.60,9.00,81.00,9.00,81.00,0.00,0.00,3338
714,VAY BAND 5373MT,500.00,2607.80,06-02-24,4.42,9.00,198.90,9.00,198.90,0.00,0.00,3339
714,VAY BAND REALWOOD LIGHT MAT,500.00,2607.80,06-02-24,4.42,9.00,198.90,9.00,198.90,0.00,0.00,3340
715,VAY BAND 10485,250.00,1303.90,08-02-24,4.42,9.00,99.45,9.00,99.45,0.00,0.00,3341
715,VAY BAND 1313 HG CLUD GREY,200.00,1692.12,08-02-24,7.17,9.00,129.06,9.00,129.06,0.00,0.00,3342
715,VAY BAND 19070,250.00,1303.90,08-02-24,4.42,9.00,99.45,9.00,99.45,0.00,0.00,3343
715,VB-1113 MAT OFF-WHITE (0.45MMX22MM),400.00,1699.20,08-02-24,3.60,9.00,129.60,9.00,129.60,0.00,0.00,3344
716,VAY BAND 1267 LITE GREY,50.00,237.78,08-02-24,4.03,9.00,18.14,9.00,18.14,0.00,0.00,3345
717,VAY BAND 5771,50.00,274.94,08-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3346
718,VAY BAND 1011HG(P-WHITE),200.00,1699.20,08-02-24,7.20,9.00,129.60,9.00,129.60,0.00,0.00,3347
718,VAY BAND 4013MT,100.00,549.88,08-02-24,4.66,9.00,41.94,9.00,41.94,0.00,0.00,3348
719,VB-1113 MAT OFF-WHITE (0.45MMX22MM),1250.00,5310.00,09-02-24,3.60,9.00,405.00,9.00,405.00,0.00,0.00,3349
720,VB-1113 MAT OFF-WHITE (0.45MMX22MM),500.00,2124.00,09-02-24,3.60,9.00,162.00,9.00,162.00,0.00,0.00,3350
721,VAY BAND 30167MT,50.00,274.94,09-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3351
721,VB-1113 MAT OFF-WHITE (0.45MMX22MM),50.00,212.40,09-02-24,3.60,9.00,16.20,9.00,16.20,0.00,0.00,3352
722,VB-1803 ASH DARK(0.45MMX22MM),700.00,3254.44,10-02-24,3.94,9.00,248.22,9.00,248.22,0.00,0.00,3353
723,VAY BAND 5171MT,500.00,2507.50,10-02-24,4.25,9.00,191.25,9.00,191.25,0.00,0.00,3354
724,VAY BAND 1013,100.00,501.50,10-02-24,4.25,9.00,38.25,9.00,38.25,0.00,0.00,3355
724,VAY BAND 1873,200.00,1003.00,10-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3356
724,VAY BAND 19070,100.00,501.50,10-02-24,4.25,9.00,38.25,9.00,38.25,0.00,0.00,3357
724,VAY BAND 30029MT,100.00,501.50,10-02-24,4.25,9.00,38.25,9.00,38.25,0.00,0.00,3358
724,VAY BAND 5772,100.00,501.50,10-02-24,4.25,9.00,38.25,9.00,38.25,0.00,0.00,3359
724,VB-1113 MAT OFF-WHITE (0.45MMX22MM),250.00,1062.00,10-02-24,3.60,9.00,81.00,9.00,81.00,0.00,0.00,3360
724,VB-1261 MAT(0.45MMX22MM),150.00,637.20,10-02-24,3.60,9.00,48.60,9.00,48.60,0.00,0.00,3361
724,VB-1815 (0.45MMX22MM),100.00,464.92,10-02-24,3.94,9.00,35.46,9.00,35.46,0.00,0.00,3362
725,VAY BAND 10485,250.00,1277.34,12-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3363
725,VAY BAND 1735,250.00,1277.34,12-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3364
725,VAY BAND 19079,250.00,1277.34,12-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3365
725,VAY BAND 5171MT,250.00,1277.34,12-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3366
726,VAY BAND 1113HG(OFF-WHITE),50.00,424.80,14-02-24,7.20,9.00,32.40,9.00,32.40,0.00,0.00,3367
726,VAY BAND 19079,50.00,274.94,14-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3368
727,VAY BAND 10485,50.00,274.94,15-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3369
728,VAY BAND 11510,100.00,510.94,15-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3370
728,VAY BAND 1873,900.00,4598.46,15-02-24,4.33,9.00,350.73,9.00,350.73,0.00,0.00,3371
729,VAY BAND 10450,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3372
729,VAY BAND 10659,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3373
729,VAY BAND 11510,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3374
729,VAY BAND 1735,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3375
729,VAY BAND 1873,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3376
729,VAY BAND 19070,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3377
729,VAY BAND 19074,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3378
729,VAY BAND 5171MT,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3379
729,VAY BAND 5375MT 0.5MMX22,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3380
729,VAY BAND 5465MT,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3381
729,VAY BAND 5771,200.00,1003.00,15-02-24,4.25,9.00,76.50,9.00,76.50,0.00,0.00,3382
729,VB-1033 WHITE WOOD  (0.45MMX22MM),200.00,929.84,15-02-24,3.94,9.00,70.92,9.00,70.92,0.00,0.00,3383
729,VB-1261 MAT(0.45MMX22MM),200.00,849.60,15-02-24,3.60,9.00,64.80,9.00,64.80,0.00,0.00,3384
729,VB-1803 ASH DARK(0.45MMX22MM),200.00,929.84,15-02-24,3.94,9.00,70.92,9.00,70.92,0.00,0.00,3385
729,VB-1815 (0.45MMX22MM),200.00,929.84,15-02-24,3.94,9.00,70.92,9.00,70.92,0.00,0.00,3386
730,VAY BAND 30086MT,100.00,509.76,15-02-24,4.32,9.00,38.88,9.00,38.88,0.00,0.00,3387
731,VAY BAND 1011HG(P-WHITE),250.00,2124.00,15-02-24,7.20,9.00,162.00,9.00,162.00,0.00,0.00,3388
731,VAY BAND 5375MT 0.5MMX22,250.00,1374.70,15-02-24,4.66,9.00,104.85,9.00,104.85,0.00,0.00,3389
732,VAY BAND 10659,500.00,2749.40,15-02-24,4.66,9.00,209.70,9.00,209.70,0.00,0.00,3390
733,VAY BAND 1013,500.00,2501.60,15-02-24,4.24,9.00,190.80,9.00,190.80,0.00,0.00,3391
733,VAY BAND 10485,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3392
733,VAY BAND 10659,750.00,3752.40,15-02-24,4.24,9.00,286.20,9.00,286.20,0.00,0.00,3393
733,VAY BAND 10944,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3394
733,VAY BAND 1113HG(OFF-WHITE),500.00,4000.20,15-02-24,6.78,9.00,305.10,9.00,305.10,0.00,0.00,3395
733,VAY BAND 11510,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3396
733,VAY BAND 1873,500.00,2501.60,15-02-24,4.24,9.00,190.80,9.00,190.80,0.00,0.00,3397
733,VAY BAND 19070,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3398
733,VAY BAND 19074,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3399
733,VAY BAND 30054MT,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3400
733,VAY BAND 30086MT,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3401
733,VAY BAND 5095MT,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3402
733,VAY BAND 5465MT,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3403
733,VAY BAND REALWOOD LIGHT MAT,100.00,500.32,15-02-24,4.24,9.00,38.16,9.00,38.16,0.00,0.00,3404
734,VAY BAND 1261HG (DARK GREY),50.00,424.80,15-02-24,7.20,9.00,32.40,9.00,32.40,0.00,0.00,3405
734,VAY BAND 1313 HG CLUD GREY,100.00,849.60,15-02-24,7.20,9.00,64.80,9.00,64.80,0.00,0.00,3406
734,VAY BAND 1313 MT CLUD GREY,250.00,1188.86,15-02-24,4.03,9.00,90.68,9.00,90.68,0.00,0.00,3407
735,VAY BAND 5550MT,50.00,274.94,15-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3408
736,VAY BAND 10659,150.00,824.82,15-02-24,4.66,9.00,62.91,9.00,62.91,0.00,0.00,3409
736,VAY BAND REALWOOD-2 DARK MAT,250.00,1374.70,15-02-24,4.66,9.00,104.85,9.00,104.85,0.00,0.00,3410
737,VAY BAND 1113HG(OFF-WHITE),250.00,2124.00,16-02-24,7.20,9.00,162.00,9.00,162.00,0.00,0.00,3411
737,VB-1113 MAT OFF-WHITE (0.45MMX22MM),500.00,2124.00,16-02-24,3.60,9.00,162.00,9.00,162.00,0.00,0.00,3412
738,VAY BAND 10659 40MM,50.00,650.18,16-02-24,11.02,9.00,49.59,9.00,49.59,0.00,0.00,3413
739,VAY BAND 1313 HG CLUD GREY,50.00,424.80,16-02-24,7.20,9.00,32.40,9.00,32.40,0.00,0.00,3414
740,VAY BAND REALWOOD-2 DARK MAT,200.00,1043.12,17-02-24,4.42,9.00,79.56,9.00,79.56,0.00,0.00,3415
740,VAY BAND1114HG,100.00,849.60,17-02-24,7.20,9.00,64.80,9.00,64.80,0.00,0.00,3416
740,VB-1011 MT(0.45MMX22MM),400.00,1699.20,17-02-24,3.60,9.00,129.60,9.00,129.60,0.00,0.00,3417
740,VB-1113 MAT OFF-WHITE (0.45MMX22MM),300.00,1274.40,17-02-24,3.60,9.00,97.20,9.00,97.20,0.00,0.00,3418
741,VAY BAND 10659,50.00,274.94,17-02-24,4.66,9.00,20.97,9.00,20.97,0.00,0.00,3419
741,VAY BAND1114HG,50.00,423.02,17-02-24,7.17,9.00,32.26,9.00,32.26,0.00,0.00,3420
742,VAY BAND REALWOOD-2 DARK MAT,300.00,1500.96,17-02-24,4.24,9.00,114.48,9.00,114.48,0.00,0.00,3421
743,VAY BAND 10485,250.00,1277.34,17-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3422
743,VAY BAND 1261HG (DARK GREY),250.00,2062.06,17-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3423
743,VAY BAND 1313 HG CLUD GREY,250.00,2062.06,17-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3424
743,VAY BAND 19070,250.00,1277.34,17-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3425
743,VAY BAND1114HG,250.00,2062.06,17-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3426
744,VAY BAND 10485,200.00,1021.88,17-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3427
744,VAY BAND 1113HG(OFF-WHITE),150.00,1237.22,17-02-24,6.99,9.00,94.36,9.00,94.36,0.00,0.00,3428
744,VAY BAND 1313 HG CLUD GREY,150.00,1237.22,17-02-24,6.99,9.00,94.36,9.00,94.36,0.00,0.00,3429
744,VAY BAND 19070,200.00,1021.88,17-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3430
744,VAY BAND REALWOOD-2 DARK MAT,100.00,510.94,17-02-24,4.33,9.00,38.97,9.00,38.97,0.00,0.00,3431
744,VAY BAND1114HG,150.00,1237.22,17-02-24,6.99,9.00,94.36,9.00,94.36,0.00,0.00,3432
744,VB-1011 MT(0.45MMX22MM),100.00,424.80,17-02-24,3.60,9.00,32.40,9.00,32.40,0.00,0.00,3433
744,VB-1033 WHITE WOOD  (0.45MMX22MM),50.00,232.46,17-02-24,3.94,9.00,17.73,9.00,17.73,0.00,0.00,3434
744,VB-1113 MAT OFF-WHITE (0.45MMX22MM),100.00,424.80,17-02-24,3.60,9.00,32.40,9.00,32.40,0.00,0.00,3435
744,VB-1803 ASH DARK(0.45MMX22MM),100.00,464.92,17-02-24,3.94,9.00,35.46,9.00,35.46,0.00,0.00,3436
745,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,50.00,767.00,17-02-24,13.00,9.00,58.50,9.00,58.50,0.00,0.00,3437
745,VAY BAND 1313 HG CLUD GREY,50.00,424.80,17-02-24,7.20,9.00,32.40,9.00,32.40,0.00,0.00,3438
745,VAY BAND 5465MT,100.00,549.88,17-02-24,4.66,9.00,41.94,9.00,41.94,0.00,0.00,3439
746,VAY BAND 10659,900.00,4598.46,19-02-24,4.33,9.00,350.73,9.00,350.73,0.00,0.00,3440
746,VAY BAND 10659 40MM,100.00,1300.36,19-02-24,11.02,9.00,99.18,9.00,99.18,0.00,0.00,3441
747,VAY BAND 1113HG(OFF-WHITE),200.00,1699.20,20-02-24,7.20,9.00,129.60,9.00,129.60,0.00,0.00,3442
747,VB-1011 MT(0.45MMX22MM),300.00,1274.40,20-02-24,3.60,9.00,97.20,9.00,97.20,0.00,0.00,3443
747,VB-1113 MAT OFF-WHITE (0.45MMX22MM),500.00,2124.00,20-02-24,3.60,9.00,162.00,9.00,162.00,0.00,0.00,3444
748,VAY BAND 10450,250.00,1277.34,20-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3445
748,VAY BAND 1113HG(OFF-WHITE),300.00,2474.46,20-02-24,6.99,9.00,188.73,9.00,188.73,0.00,0.00,3446
748,VAY BAND 1313 HG CLUD GREY,200.00,1649.64,20-02-24,6.99,9.00,125.82,9.00,125.82,0.00,0.00,3447
748,VAY BAND 2012 PINK MAT,200.00,951.08,20-02-24,4.03,9.00,72.54,9.00,72.54,0.00,0.00,3448
748,VAY BAND 5373MT,200.00,1021.88,20-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3449
748,VAY BAND 5465MT,150.00,766.42,20-02-24,4.33,9.00,58.46,9.00,58.46,0.00,0.00,3450
748,VAY BAND REALWOOD-2 DARK MAT,150.00,766.42,20-02-24,4.33,9.00,58.46,9.00,58.46,0.00,0.00,3451
748,VB-1113 MAT OFF-WHITE (0.45MMX22MM),150.00,637.20,20-02-24,3.60,9.00,48.60,9.00,48.60,0.00,0.00,3452
748,VB-1140 BAGE (0.45MMX22MM),150.00,637.20,20-02-24,3.60,9.00,48.60,9.00,48.60,0.00,0.00,3453
748,VB-1291 ELECTRIC BLUE (0.45MMX22MM),150.00,637.20,20-02-24,3.60,9.00,48.60,9.00,48.60,0.00,0.00,3454
749,VAY BAND 10450,250.00,1277.34,20-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3455
749,VAY BAND 10485,250.00,1277.34,20-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3456
749,VAY BAND 19079,250.00,1277.34,20-02-24,4.33,9.00,97.42,9.00,97.42,0.00,0.00,3457
749,VAY BAND REALWOOD LIGHT MAT 40MMX50MTR,100.00,1300.36,20-02-24,11.02,9.00,99.18,9.00,99.18,0.00,0.00,3458
749,VAY BAND REALWOOD-2 DARK MAT,150.00,766.42,20-02-24,4.33,9.00,58.46,9.00,58.46,0.00,0.00,3459
749,VB-1011 MT(0.45MMX22MM),250.00,1062.00,20-02-24,3.60,9.00,81.00,9.00,81.00,0.00,0.00,3460
750,VAY BAND 10659,200.00,1099.76,20-02-24,4.66,9.00,83.88,9.00,83.88,0.00,0.00,3461
750,VAY BAND 19070,150.00,824.82,20-02-24,4.66,9.00,62.91,9.00,62.91,0.00,0.00,3462
750,VB-1044 (0.45MMX22MM),150.00,697.38,20-02-24,3.94,9.00,53.19,9.00,53.19,0.00,0.00,3463
750,VB-1261 MAT(0.45MMX22MM),100.00,424.80,20-02-24,3.60,9.00,32.40,9.00,32.40,0.00,0.00,3464
751,VB-1261 MAT(0.45MMX22MM),50.00,212.40,20-02-24,3.60,9.00,16.20,9.00,16.20,0.00,0.00,3465
752,POLYFIX-FLX 50GM,20.00,1569.88,20-02-24,66.52,9.00,119.74,9.00,119.74,0.00,0.00,3466
753,VAY BAND 10659,250.00,1303.90,21-02-24,4.42,9.00,99.45,9.00,99.45,0.00,0.00,3467
753,VAY BAND 1873,250.00,1303.90,21-02-24,4.42,9.00,99.45,9.00,99.45,0.00,0.00,3468
753,VAY BAND 5095MT,500.00,2607.80,21-02-24,4.42,9.00,198.90,9.00,198.90,0.00,0.00,3469
754,VAY BAND 1013,300.00,1529.28,22-02-24,4.32,9.00,116.64,9.00,116.64,0.00,0.00,3470
754,VAY BAND 10659,300.00,1529.28,22-02-24,4.32,9.00,116.64,9.00,116.64,0.00,0.00,3471
754,VAY BAND 1113HG(OFF-WHITE),200.00,1600.08,22-02-24,6.78,9.00,122.04,9.00,122.04,0.00,0.00,3472
754,VAY BAND1114HG,300.00,2400.12,22-02-24,6.78,9.00,183.06,9.00,183.06,0.00,0.00,3473
755,VAY BAND 10485 40MM,50.00,650.78,22-02-24,11.03,9.00,49.64,9.00,49.64,0.00,0.00,3474
755,VAY BAND 10659,200.00,1021.88,22-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3475
755,VAY BAND 10659 40MM,50.00,650.18,22-02-24,11.02,9.00,49.59,9.00,49.59,0.00,0.00,3476
755,VAY BAND 1113HG(OFF-WHITE),250.00,2062.06,22-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3477
755,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,50.00,767.00,22-02-24,13.00,9.00,58.50,9.00,58.50,0.00,0.00,3478
755,VAY BAND 1261HG (DARK GREY),100.00,824.82,22-02-24,6.99,9.00,62.91,9.00,62.91,0.00,0.00,3479
755,VAY BAND 1313 HG CLUD GREY,200.00,1649.64,22-02-24,6.99,9.00,125.82,9.00,125.82,0.00,0.00,3480
755,VAY BAND 1313 MT CLUD GREY,200.00,951.08,22-02-24,4.03,9.00,72.54,9.00,72.54,0.00,0.00,3481
755,VAY BAND 1401 BLACK MATT,200.00,951.08,22-02-24,4.03,9.00,72.54,9.00,72.54,0.00,0.00,3482
755,VAY BAND 1401GL BLACK GLOSSY,200.00,1649.64,22-02-24,6.99,9.00,125.82,9.00,125.82,0.00,0.00,3483
755,VAY BAND 1873,200.00,1021.88,22-02-24,4.33,9.00,77.94,9.00,77.94,0.00,0.00,3484
755,VAY BAND REALWOOD LIGHT MAT 40MMX50MTR,50.00,650.18,22-02-24,11.02,9.00,49.59,9.00,49.59,0.00,0.00,3485
755,VAY BAND1114HG,250.00,2062.06,22-02-24,6.99,9.00,157.28,9.00,157.28,0.00,0.00,3486
755,VB-1140 BAGE (0.45MMX22MM),200.00,849.60,22-02-24,3.60,9.00,64.80,9.00,64.80,0.00,0.00,3487
755,VB-1261 MAT(0.45MMX22MM),100.00,424.80,22-02-24,3.60,9.00,32.40,9.00,32.40,0.00,0.00,3488
755,VB-1803 ASH DARK(0.45MMX22MM),100.00,464.92,22-02-24,3.94,9.00,35.46,9.00,35.46,0.00,0.00,3489
756,VAY BAND 1013,500.00,2554.70,22-02-24,4.33,9.00,194.85,9.00,194.85,0.00,0.00,3490
756,VAY BAND 1113HG(OFF-WHITE),500.00,4124.10,22-02-24,6.99,9.00,314.55,9.00,314.55,0.00,0.00,3491
756,VAY BAND 1261HG (DARK GREY),500.00,4124.10,22-02-24,6.99,9.00,314.55,9.00,314.55,0.00,0.00,3492
756,VAY BAND 1267 LITE GREY,250.00,1188.86,22-02-24,4.03,9.00,90.68,9.00,90.68,0.00,0.00,3493
756,VAY BAND 1313 HG CLUD GREY,500.00,4124.10,22-02-24,6.99,9.00,314.55,9.00,314.55,0.00,0.00,3494
756,VAY BAND 1313 MT CLUD GREY,500.00,2377.70,22-02-24,4.03,9.00,181.35,9.00,181.35,0.00,0.00,3495
