SlNo,Invoice No,Date,Item Name,Rate,Qty,CGST%,CGST,SGST%,SGST,IGST%,IGST,Amount
4227,912,14-08-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4228,913,14-08-25,1135 HG 0.5X40MM,11.88,150,9,160.38,9,160.38,0,0,2102.76
4229,913,14-08-25,VAY BAND1135 HG{.5},6.19,500,9,278.55,9,278.55,0,0,3652.1
4230,913,14-08-25,VB-1263HG(0.5MMX22MM),6.19,350,9,194.98,9,194.98,0,0,2556.46
4231,914,14-08-25,VB-1003 MT(0.45X22MM),3.5,150,9,47.25,9,47.25,0,0,619.5
4232,914,14-08-25,VB-2891-MT-WOOD-0.45*22,3.94,100,9,35.46,9,35.46,0,0,464.92
4233,914,14-08-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4234,915,14-08-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
4235,916,14-08-25,1135 HG 0.5X40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
4236,916,14-08-25,7611 (0.45 X 22 MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4237,916,14-08-25,VAY BAND1135 HG{.5},6.19,750,9,417.82,9,417.82,0,0,5478.14
4238,917,15-08-25,1140 HG (BAGE),6.19,500,9,278.55,9,278.55,0,0,3652.1
4239,917,15-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,500,9,278.55,9,278.55,0,0,3652.1
4240,917,15-08-25,VAY BAND 1313 HG CLUD GREY,6.19,500,9,278.55,9,278.55,0,0,3652.1
4241,917,15-08-25,VAY BAND1114HG,6.19,500,9,278.55,9,278.55,0,0,3652.1
4242,917,15-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4243,917,15-08-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4244,917,15-08-25,VB-1140 BAGE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4245,917,15-08-25,VB-1313MT(0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4246,917,15-08-25,VB-5465 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4247,918,15-08-25,10397 HG(0.5X22 MM),8.92,100,9,80.28,9,80.28,0,0,1052.56
4248,918,15-08-25,10398 HG(0.5X22MM),8.92,100,9,80.28,9,80.28,0,0,1052.56
4249,918,15-08-25,19991 HG (0.5 X 22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4250,918,15-08-25,19992 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4251,918,15-08-25,19993 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4252,918,15-08-25,19994 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4253,918,15-08-25,19995 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4254,918,15-08-25,19996 HG(0.5X22 MM),6.19,250,9,139.28,9,139.28,0,0,1826.06
4255,918,15-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4256,918,15-08-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4257,919,15-08-25,1140 HG (BAGE),6.19,250,9,139.28,9,139.28,0,0,1826.06
4258,919,15-08-25,VAY BAND 1114GL 0.5MMX40MM,11.88,200,9,213.84,9,213.84,0,0,2803.68
4259,919,15-08-25,VAY BAND 1114MT 0.5MMX40MM,9.37,250,9,210.82,9,210.82,0,0,2764.14
4260,919,15-08-25,VAY BAND 1126 HG (.5),6.19,500,9,278.55,9,278.55,0,0,3652.1
4261,919,15-08-25,VAY BAND REALWUD3 - 0.5X40MM,11.03,250,9,248.18,9,248.18,0,0,3253.86
4262,919,15-08-25,VAY BAND1114HG,6.19,350,9,194.98,9,194.98,0,0,2556.46
4263,919,15-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,1000,9,324,9,324,0,0,4248
4264,919,15-08-25,VB-1114 MAT (0.45MMX22MM),3.6,1250,9,405,9,405,0,0,5310
4265,919,15-08-25,VB-1122 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4266,919,15-08-25,VB-1131(O.45X22MM),3.94,1250,9,443.25,9,443.25,0,0,5811.5
4267,919,15-08-25,VB-1135 SAGE GREEN (0.45X22),3.6,750,9,243,9,243,0,0,3186
4268,919,15-08-25,VB-1261 MAT(0.45MMX22MM),3.6,750,9,243,9,243,0,0,3186
4269,919,15-08-25,VB-5465 (0.45X22MM),3.94,750,9,265.95,9,265.95,0,0,3486.9
4270,919,15-08-25,VB-REALWOOD3 (0.45X22MM),3.94,1250,9,443.25,9,443.25,0,0,5811.5
4271,920,15-08-25,VAY BAND1135 HG{.5},6.19,500,9,278.55,9,278.55,0,0,3652.1
4272,920,15-08-25,VB-5171 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4273,921,15-08-25,VAY BAND 1133MT0.5X22MM,4.03,50,9,18.14,9,18.14,0,0,237.78
4274,922,16-08-25,VB-2891-MT-WOOD-0.45*22,3.94,1000,9,354.6,9,354.6,0,0,4649.2
4275,923,16-08-25,19991 HG (0.5 X 22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4276,923,16-08-25,19992 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4277,923,16-08-25,19993 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4278,923,16-08-25,19994 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4279,923,16-08-25,19995 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4280,923,16-08-25,19996 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4281,923,16-08-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4282,923,16-08-25,VAY BAND 1267 LITE GREY,3.6,100,9,32.4,9,32.4,0,0,424.8
4283,923,16-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4284,923,16-08-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
4285,923,16-08-25,VB-1129 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4286,923,16-08-25,VB-1140 BAGE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4287,923,16-08-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4288,924,16-08-25,VAY BAND1114HG,6.19,200,9,111.42,9,111.42,0,0,1460.84
4289,924,16-08-25,VB-5465 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4290,925,16-08-25,VB-1261 MAT(0.45MMX22MM),4.05,250,9,91.12,9,91.12,0,0,1194.74
4291,926,16-08-25,10397 HG(0.5X22 MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4292,926,16-08-25,10398 HG(0.5X22MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4293,926,16-08-25,19991 HG (0.5 X 22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4294,926,16-08-25,19992 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4295,926,16-08-25,19993 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4296,926,16-08-25,19994 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4297,926,16-08-25,19995 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4298,926,16-08-25,19996 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4299,926,16-08-25,7611 (0.45 X 22 MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4300,926,16-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
4301,926,16-08-25,VAY BAND 1127 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
4302,926,16-08-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
4303,926,16-08-25,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4304,926,16-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4305,926,16-08-25,VB-1114 MAT (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4306,926,16-08-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4307,927,16-08-25,10397 HG(0.5X22 MM),8.92,100,9,80.28,9,80.28,0,0,1052.56
4308,927,16-08-25,10398 HG(0.5X22MM),8.92,100,9,80.28,9,80.28,0,0,1052.56
4309,927,16-08-25,1267 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4310,927,16-08-25,19991 HG (0.5 X 22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4311,927,16-08-25,19992 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4312,927,16-08-25,19993 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4313,927,16-08-25,19994 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4314,927,16-08-25,19995 HG(0.5X22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4315,927,16-08-25,19996 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4316,927,16-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,300,9,167.13,9,167.13,0,0,2191.26
4317,927,16-08-25,VAY BAND 1267 LITE GREY,3.94,150,9,53.19,9,53.19,0,0,697.38
4318,927,16-08-25,VAY BAND1114HG,6.19,300,9,167.13,9,167.13,0,0,2191.26
4319,927,16-08-25,VB-1118 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4320,927,16-08-25,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4321,927,16-08-25,VB-1143{0.45X2MM},3.94,300,9,106.38,9,106.38,0,0,1394.76
4322,927,16-08-25,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4323,927,16-08-25,VB-1803 ASH DARK(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4324,927,16-08-25,VB-19070(0.45MMX22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4325,927,16-08-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4326,927,16-08-25,VB-2892 MT(.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
4327,928,16-08-25,VB-1114 MAT (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4328,928,16-08-25,VB-1803 ASH DARK(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4329,928,16-08-25,VB-REALWUD 0.45X22MM,3.94,50,9,17.73,9,17.73,0,0,232.46
4330,929,16-08-25,10398 HG(0.5X22MM),8.92,100,9,80.28,9,80.28,0,0,1052.56
4331,929,16-08-25,19991 HG (0.5 X 22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4332,929,16-08-25,VAY BAND 1126 HG (.5),6.19,200,9,111.42,9,111.42,0,0,1460.84
4333,929,16-08-25,VAY BAND 1261 HG(0.8MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
4334,929,16-08-25,VAY BAND1126 (0.8MMX22MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
4335,929,16-08-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
4336,929,16-08-25,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4337,929,16-08-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4338,930,16-08-25,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
4339,931,16-08-25,VB-1141 {0.45X22MM},3.94,250,9,88.65,9,88.65,0,0,1162.3
4340,931,16-08-25,VB-11510(0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4341,931,16-08-25,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4342,932,16-08-25,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
4343,932,16-08-25,VAY BAND 1126 MT .45X22MM,3.6,200,9,64.8,9,64.8,0,0,849.6
4344,932,16-08-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
4345,932,16-08-25,VB-30034(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4346,933,16-08-25,19991 HG (0.5 X 22 MM),6.19,500,9,278.55,9,278.55,0,0,3652.1
4347,933,16-08-25,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
4348,933,16-08-25,VAY BAND1114HG,6.19,350,9,194.98,9,194.98,0,0,2556.46
4349,933,16-08-25,VB-1261 MAT(0.45MMX22MM),4.05,100,9,36.45,9,36.45,0,0,477.9
4350,934,18-08-25,VAY BAND 1126 HG (.5),6.19,200,9,111.42,9,111.42,0,0,1460.84
4351,934,18-08-25,VB-1261 MAT(0.45MMX22MM),4.05,200,9,72.9,9,72.9,0,0,955.8
4352,934,18-08-25,VB-1313MT(0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
4353,934,18-08-25,VB-1698 {0.45X22MM},3.94,200,9,70.92,9,70.92,0,0,929.84
4354,935,18-08-25,VAY BAND 1126 MT .45X22MM,3.6,250,9,81,9,81,0,0,1062
4355,935,18-08-25,VAY BAND 1261 MAT (0.8MM),7.62,100,9,68.58,9,68.58,0,0,899.16
4356,935,18-08-25,VB-1013 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4357,935,18-08-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4358,935,18-08-25,VB-1261 MAT(0.45MMX22MM),4.05,250,9,91.12,9,91.12,0,0,1194.74
4359,936,18-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
4360,936,18-08-25,VAY BAND 1261HG (DARK GREY),6.19,50,9,27.86,9,27.86,0,0,365.22
4361,936,18-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4362,936,18-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,300,9,97.2,9,97.2,0,0,1274.4
4363,936,18-08-25,VB-1114 MAT (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4364,936,18-08-25,VB-19070(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4365,937,18-08-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4366,937,18-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4367,937,18-08-25,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4368,937,18-08-25,VB-REALWOOD3 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4369,938,18-08-25,10397 HG(0.5X22 MM),8.92,150,9,120.42,9,120.42,0,0,1578.84
4370,938,18-08-25,10398 HG(0.5X22MM),8.92,150,9,120.42,9,120.42,0,0,1578.84
4371,938,18-08-25,19991 HG (0.5 X 22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4372,938,18-08-25,19992 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4373,938,18-08-25,19993 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4374,938,18-08-25,19994 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4375,938,18-08-25,19995 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4376,938,18-08-25,19996 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
4377,938,18-08-25,7611 (0.45 X 22 MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4378,939,18-08-25,19996 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4379,940,18-08-25,VAY BAND1114HG,6.19,500,9,278.55,9,278.55,0,0,3652.1
4380,940,18-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4381,941,18-08-25,VAY BAND 1126 HG (.5),6.19,500,9,278.55,9,278.55,0,0,3652.1
4382,941,18-08-25,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4383,941,18-08-25,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4384,942,19-08-25,VAY BAND 1267 LITE GREY,3.6,100,9,32.4,9,32.4,0,0,424.8
4385,942,19-08-25,VAY BAND 5170MT,3.94,50,9,17.73,9,17.73,0,0,232.46
4386,942,19-08-25,VAY BAND1114HG,6.19,50,9,27.86,9,27.86,0,0,365.22
4387,942,19-08-25,VB-1132(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
4388,942,19-08-25,VB-1135 SAGE GREEN (0.45X22),3.6,150,9,48.6,9,48.6,0,0,637.2
4389,943,19-08-25,VAY BAND REALWUD3 - 0.5X40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
4390,943,19-08-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
4391,943,19-08-25,VB-11510(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4392,943,19-08-25,VB-1263HG(0.5MMX22MM),6.19,200,9,111.42,9,111.42,0,0,1460.84
4393,943,19-08-25,VB-REALWOOD3 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
4394,944,19-08-25,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4395,945,19-08-25,VB-1129 MAT(0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4396,945,19-08-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4397,946,19-08-25,VAY BAND1114HG,6.19,1000,9,557.1,9,557.1,0,0,7304.2
4398,946,19-08-25,VAY BAND1135 HG{.5},6.19,1000,9,557.1,9,557.1,0,0,7304.2
4399,947,19-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
4400,947,19-08-25,VAY BAND 1126 MT .45X22MM,3.6,300,9,97.2,9,97.2,0,0,1274.4
4401,947,19-08-25,VAY BAND1114HG,6.19,300,9,167.13,9,167.13,0,0,2191.26
4402,947,19-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4403,947,19-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,750,9,243,9,243,0,0,3186
4404,947,19-08-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4405,948,19-08-25,VAY BAND 11510 40MM,11.03,200,9,198.54,9,198.54,0,0,2603.08
4406,948,19-08-25,VAY BAND1135 HG{.5},6.19,300,9,167.13,9,167.13,0,0,2191.26
4407,948,19-08-25,VB-1114 MAT (0.45MMX22MM),3.6,300,9,97.2,9,97.2,0,0,1274.4
4408,948,19-08-25,VB-11510(0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4409,949,20-08-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4410,949,20-08-25,VAY BAND 1127 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
4411,949,20-08-25,VAY BAND 1261HG (DARK GREY),6.19,150,9,83.57,9,83.57,0,0,1095.64
4412,949,20-08-25,VAY BAND 1313 HG CLUD GREY,6.19,150,9,83.57,9,83.57,0,0,1095.64
4413,949,20-08-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
4414,949,20-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4415,949,20-08-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
4416,950,20-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4417,951,20-08-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4418,952,20-08-25,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
4419,953,20-08-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4420,954,20-08-25,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,50,9,53.46,9,53.46,0,0,700.92
4421,954,20-08-25,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
4422,954,20-08-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4423,954,20-08-25,VB-19079 (0.45X22MM),3.94,750,9,265.95,9,265.95,0,0,3486.9
4424,955,20-08-25,10397 HG(0.5X22 MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4425,955,20-08-25,10398 HG(0.5X22MM),8.92,50,9,40.14,9,40.14,0,0,526.28
4426,955,20-08-25,19991 HG (0.5 X 22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4427,955,20-08-25,19993 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4428,955,20-08-25,19995 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4429,955,20-08-25,19996 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4430,955,20-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
4431,955,20-08-25,VAY BAND 1127 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
4432,955,20-08-25,VAY BAND 1261HG (DARK GREY),6.19,150,9,83.57,9,83.57,0,0,1095.64
4433,955,20-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4434,955,20-08-25,VB-1114 MAT (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
4435,955,20-08-25,VB-1127 MT(0.45X22MM),3.5,100,9,31.5,9,31.5,0,0,413
4436,955,20-08-25,VB-1261 MAT(0.45MMX22MM),4.05,100,9,36.45,9,36.45,0,0,477.9
4437,955,20-08-25,VB-1263HG(0.5MMX22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4438,955,20-08-25,VB-1313MT(0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
4439,956,20-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
4440,956,20-08-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
4441,956,20-08-25,VB-10450 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4442,956,20-08-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4443,956,20-08-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
4444,956,20-08-25,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
4445,956,20-08-25,VB-19074 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4446,956,20-08-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4447,957,20-08-25,VAY BAND 10659 0.8MMX22MM,8.5,150,9,114.75,9,114.75,0,0,1504.5
4448,957,20-08-25,VAY BAND1135 HG{.5},6.19,300,9,167.13,9,167.13,0,0,2191.26
4449,957,20-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4450,958,20-08-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
4451,958,20-08-25,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
4452,958,20-08-25,VB-1114 MAT (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4453,959,20-08-25,VAY BAND 1114GL 0.5MMX40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
4454,960,20-08-25,1267 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
4455,960,20-08-25,19996 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4456,960,20-08-25,VB-1141 {0.45X22MM},3.94,50,9,17.73,9,17.73,0,0,232.46
4457,961,20-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,300,9,167.13,9,167.13,0,0,2191.26
4458,961,20-08-25,VB-1873 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
4459,962,20-08-25,10397 HG(0.5X22 MM),8.92,150,9,120.42,9,120.42,0,0,1578.84
4460,962,20-08-25,10398 HG(0.5X22MM),8.92,150,9,120.42,9,120.42,0,0,1578.84
4461,963,22-08-25,19991 HG (0.5 X 22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
4462,963,22-08-25,VB-19074 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4463,964,22-08-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
4464,964,22-08-25,VAY BAND 1126 MT .45X22MM,3.6,100,9,32.4,9,32.4,0,0,424.8
4465,964,22-08-25,VB-5465 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
4466,964,22-08-25,VB-REALWOOD3 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4467,965,22-08-25,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,100,9,106.92,9,106.92,0,0,1401.84
4468,965,22-08-25,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
4469,965,22-08-25,VAY BAND 1114GL 0.5MMX40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
4470,965,22-08-25,VAY BAND 1114MT 0.5MMX40MM,9.37,50,9,42.16,9,42.16,0,0,552.82
4471,965,22-08-25,VAY BAND 1261HG (DARK GREY),6.19,50,9,27.86,9,27.86,0,0,365.22
4472,965,22-08-25,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
4473,965,22-08-25,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
4474,965,22-08-25,VB-10659 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
4475,965,22-08-25,VB-1261 MAT(0.45MMX22MM),4.05,50,9,18.23,9,18.23,0,0,238.96
4476,965,22-08-25,VB-1313MT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
4477,966,22-08-25,19991 HG (0.5 X 22 MM),6.19,200,9,111.42,9,111.42,0,0,1460.84
4478,967,22-08-25,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
4479,967,22-08-25,VB-1263HG(0.5MMX22MM),6.19,200,9,111.42,9,111.42,0,0,1460.84
4480,968,22-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4481,969,22-08-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
4482,970,22-08-25,VB-2891-MT-WOOD-0.45*22,3.94,150,9,53.19,9,53.19,0,0,697.38
4483,971,22-08-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
